movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
Polisse,2012-05-18,8900000,176988,22744132,176988.0,22567144.0,22744132.0,16568.0,6.1,239683.0,Not Rated,127.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,0.8,2012.0,5.0,2.0,3.0,21.0,2.0,0,13844132.0,-8723012.0,2.5555204494382022,0.0198862921348314,12.083842862732112,16.93981777999197,16.001561947061912,9.715288758569296,1.3862943611198906,3.091042453358316,,,
Heist,2015-11-12,8900000,50136,3324131,50136.0,3273995.0,3324131.0,28688.0,1.75,64109.0,R,90.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,1.5,2015.0,11.0,4.0,24.0,24.0,1.7,0,-5575869.0,-8849864.0,0.3734978651685393,0.0056332584269662,10.822514537453165,15.016719145360344,16.001561947061912,10.264269053017651,3.218875824868201,3.218875824868201,tt3276924,6.1,"34,307"
Crocodile Dundee,1986-04-24,8800000,174803506,328203506,174803506.0,153400000.0,328203506.0,8038855.0,16.55,501199531.0,PG-13,97.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,53.3,1986.0,4.0,2.0,879.0,1495.0,24.3,1,319403506.0,166003506.0,37.29585295454545,19.864034772727273,18.979173083913512,19.60914442212076,15.990262393084793,15.899797342473958,6.779921907472252,7.310550158534422,tt0090555,6.6,"121,915"
Le tout nouveau testament,2015-09-02,8700000,127910,19499856,127910.0,19371946.0,19499856.0,10422.0,6.46,157086.0,Not Rated,116.0,Original Screenplay,Comedy,Live Action,Fantasy,0.7,2015.0,9.0,3.0,6.0,17.0,3.5,0,10799856.0,-8572090.0,2.2413627586206895,0.0147022988505747,11.759089988559907,16.785917690173754,15.978833698567334,9.251770181739325,1.9459101490553132,2.8903717578961645,,,
Awake,2007-11-30,8600000,14373825,32968648,14373825.0,18594823.0,32968648.0,5856872.0,2.45,22506398.0,R,84.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,43.6,2007.0,11.0,4.0,2002.0,2023.0,3.0,0,24368648.0,5773825.0,3.8335637209302327,1.671375,16.48091947174733,17.311067637562914,15.9672728775028,15.583126401381136,7.602401335665818,7.6128310304073565,tt0211933,6.5,"86,436"
The Age of Shadows (밀정),2016-08-25,8600000,540268,54500169,540268.0,53959901.0,54500169.0,165685.0,3.26,673297.0,Not Rated,140.0,Original Screenplay,Action,Live Action,Historical Fiction,1.0,2016.0,8.0,3.0,33.0,33.0,2.9,0,45900169.0,-8059732.0,6.337228953488372,0.0628218604651162,13.199822442654009,17.813714378894662,15.9672728775028,12.017849709802924,3.5263605246161616,3.5263605246161616,tt4914580,7.1,"12,051"
Manchester by the Sea,2016-11-17,8500000,47695371,77733867,47695371.0,30038496.0,77733867.0,256498.0,11.23,58585290.0,R,137.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,61.4,2016.0,11.0,4.0,4.0,1213.0,8.7,0,69233867.0,39195371.0,9.145160823529412,5.611220117647059,17.680344928090733,18.16880160196497,15.955576839107596,12.454880044949885,1.6094379124341005,7.101675971619444,tt4034228,7.8,"352,390"
Crazy Heart,2009-12-16,8500000,39471742,47417251,39471742.0,7945509.0,47417251.0,82664.0,9.25,53979589.0,R,112.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,83.2,2009.0,12.0,4.0,4.0,1361.0,7.8,0,38917251.0,30971742.0,5.578500117647059,4.643734352941176,17.491095606785613,17.674496686690386,15.955576839107596,11.322551574985445,1.6094379124341005,7.216709486709457,tt1263670,7.2,"96,025"
The Strangers: Chapter 1,2024-05-15,8500000,35202562,47445905,35202562.0,12243343.0,47445905.0,11825058.0,2.98,35202562.0,R,91.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,74.2,2024.0,5.0,2.0,2856.0,2856.0,4.2,1,38945905.0,26702562.0,5.581871176470588,4.141477882352941,17.376629450417624,17.675100799002806,15.955576839107596,16.285731481758997,7.957527402230773,7.957527402230773,tt22050754,4.7,"27,041"
Star Wars: The Clone Wars,2008-08-15,8500000,35161554,68695443,35161554.0,33533889.0,68695443.0,14611273.0,2.41,52791299.0,PG,98.0,Original Screenplay,Adventure,Digital Animation,Science Fiction,51.2,2008.0,8.0,3.0,3452.0,3452.0,4.1,1,60195443.0,26661554.0,8.081816823529412,4.136653411764706,17.375463856196923,18.0451934376718,15.955576839107596,16.497303980472704,8.146998697389993,8.146998697389993,tt1185834,6.0,"80,394"
The DUFF,2015-02-20,8500000,34030343,43528634,34030343.0,9498291.0,43528634.0,10809149.0,3.15,43516855.0,PG-13,100.0,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,78.2,2015.0,2.0,1.0,2575.0,2622.0,5.0,0,35028634.0,25530343.0,5.1210157647058825,4.003569764705882,17.342763155153587,17.58892955535246,15.955576839107596,16.195903555626504,7.853993087224244,7.872073979866873,tt1666801,6.4,"105,770"
The Lost Boys,1987-07-31,8500000,33112052,33283628,33112052.0,171576.0,33283628.0,5236318.0,6.32,90824615.0,R,97.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,99.5,1987.0,7.0,3.0,1027.0,1249.0,4.9,1,24783628.0,24612052.0,3.9157209411764704,3.895535529411765,17.315407913037596,17.32057621244352,15.955576839107596,15.471129328525862,6.93537044601511,7.1308988302963465,tt0093437,7.2,"176,355"
Nightcrawler,2014-10-31,8500000,32381218,50334418,32381218.0,17953200.0,50334418.0,10441000.0,3.1,42709562.0,R,117.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,64.3,2014.0,10.0,4.0,2766.0,2766.0,4.4,0,41834418.0,23881218.0,5.921696235294117,3.8095550588235296,17.293089152200636,17.734199675414892,15.955576839107596,16.16125101704851,7.925518979786926,7.925518979786926,tt2872718,7.8,"662,221"
Dragon Ball Super: Broly,2018-12-14,8500000,30376755,122740616,30376755.0,92363861.0,122740616.0,9816197.0,3.09,35749056.0,PG,100.0,Based on TV,Action,Digital Animation,Fantasy,24.7,2018.0,12.0,4.0,1247.0,1250.0,2.4,1,114240616.0,21876755.0,14.440072470588236,3.573735882352941,17.2291882686536,18.62558388179869,15.955576839107596,16.099544436318595,7.129297548929373,7.1316985104669115,tt7961060,7.7,"36,278"
Baggage Claim,2013-09-27,8500000,21569509,22885836,21569509.0,1316327.0,22885836.0,9031102.0,2.39,28600159.0,PG-13,96.0,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,94.2,2013.0,9.0,3.0,2027.0,2030.0,3.7,0,14385836.0,13069509.0,2.6924512941176473,2.537589294117647,16.8867913013711,16.946028805576283,15.955576839107596,16.016185066327903,7.614805364711073,7.616283561580385,tt1171222,5.1,"9,951"
Middle School: The Worst Years of My Life,2016-10-07,8500000,20007149,23311293,20007149.0,3304144.0,23311293.0,6878437.0,2.91,24933763.0,PG,92.0,Based on Fiction Book/Short Story,Comedy,"Animation,Live Action",Kids Fiction,85.8,2016.0,10.0,4.0,2822.0,2822.0,3.5,0,14811293.0,11507149.0,2.7425050588235296,2.353782235294118,16.811600267630368,16.96444852212668,15.955576839107596,15.743902149249484,7.945555428253489,7.945555428253489,tt4981636,6.1,"10,263"
Election,1999-04-23,8500000,14943582,17202854,14943582.0,2259272.0,17202854.0,119080.0,4.73,31710987.0,R,107.0,Based on Fiction Book/Short Story,Black Comedy,Live Action,Contemporary Fiction,86.9,1999.0,4.0,2.0,6.0,827.0,8.3,0,8702854.0,6443582.0,2.023865176470588,1.7580684705882352,16.519792534885845,16.66058591638123,15.955576839107596,11.687559212810273,1.9459101490553132,6.71901315438526,tt0126886,7.2,"109,811"
The Namesake,2007-03-09,8500000,13610521,20288774,13610521.0,6678253.0,20288774.0,248552.0,7.94,21325783.0,PG-13,122.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,67.1,2007.0,3.0,1.0,6.0,335.0,9.2,0,11788774.0,5110521.0,2.3869145882352942,1.6012377647058824,16.426353728043505,16.825578335410626,15.955576839107596,12.423411381456011,1.9459101490553132,5.817111159963204,,,
Sound of Hope: The Story of Possum Trot,2024-07-04,8500000,11647099,11663715,11647099.0,16616.0,11663715.0,3078758.0,3.78,11647099.0,PG-13,129.0,Based on Real Life Events,Drama,Live Action,Dramatization,99.9,2024.0,7.0,3.0,2200.0,2200.0,2.5,0,3163715.0,3147099.0,1.3722017647058824,1.3702469411764706,16.27056777994988,16.271993384511653,15.955576839107596,14.940037151676924,7.696667081526462,7.696667081526462,tt6881490,7.2,"2,258"
All is Lost,2013-10-18,8500000,6263670,10386814,6263670.0,4123144.0,10386814.0,93583.0,5.21,8303909.0,PG-13,107.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,60.3,2013.0,10.0,4.0,6.0,483.0,5.0,0,1886814.0,-2236330.0,1.2219781176470588,0.7369023529411765,15.650276992923493,16.156047771326392,15.955576839107596,11.446614707682809,1.9459101490553132,6.182084906716632,tt2017038,6.9,"87,409"
Club Dread,2004-02-27,8500000,5001655,7573551,5001655.0,2571896.0,7573551.0,3035688.0,1.65,8682417.0,R,104.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,66.0,2004.0,2.0,1.0,1807.0,1807.0,2.1,0,-926449.0,-3498345.0,0.891006,0.58843,15.42527961556376,15.840172735971729,15.955576839107596,14.925948974832933,7.4999765409521215,7.4999765409521215,tt0331953,5.7,"32,332"
Bright Star,2009-09-17,8500000,4444637,17220091,4444637.0,12775454.0,17220091.0,189703.0,6.21,6388422.0,PG,119.0,Based on Real Life Events,Drama,Live Action,Dramatization,25.8,2009.0,9.0,3.0,19.0,317.0,4.4,0,8720091.0,-4055363.0,2.0258930588235295,0.5228984705882352,15.307208983793718,16.66158739957444,15.955576839107596,12.153220241625943,2.995732273553991,5.762051382780177,tt0810784,6.9,"29,294"
The Rover,2014-06-04,8500000,1109199,3180252,1109199.0,2071053.0,3180252.0,69302.0,2.31,1463536.0,R,102.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,34.9,2014.0,6.0,2.0,5.0,608.0,1.5,0,-5319748.0,-7390801.0,0.3741472941176471,0.130494,13.91914959272376,14.972471311340078,15.955576839107596,11.146243474284296,1.791759469228055,6.411818267709897,tt2345737,6.4,"54,091"
Repo! The Genetic Opera,2008-11-07,8500000,140244,198883,140244.0,58639.0,198883.0,53684.0,2.61,210555.0,R,107.0,Original Screenplay,Musical,Live Action,Science Fiction,70.5,2008.0,11.0,4.0,8.0,11.0,3.5,0,-8301117.0,-8359756.0,0.023398,0.016499294117647,11.851146172125558,12.200477019173016,15.955576839107596,10.890888911868236,2.1972245773362196,2.4849066497880004,tt0963194,6.4,"27,578"
My Name is Khan,2010-02-12,8470000,4046336,42355526,4046336.0,38309190.0,42355526.0,1944027.0,2.08,5528458.0,PG-13,161.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,9.6,2010.0,2.0,1.0,120.0,125.0,4.8,0,33885526.0,-4423664.0,5.000652420306966,0.4777256198347107,15.213322585381617,17.561609478221097,15.952041184691984,14.480272667190976,4.795790545596741,4.836281906951478,tt1188996,7.9,"118,527"
Namastey London,2007-03-23,8400000,1207007,6831069,1207007.0,5624062.0,6831069.0,578224.0,2.09,1891211.0,Not Rated,136.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,17.7,2007.0,3.0,1.0,65.0,65.0,4.0,0,-1568931.0,-7192993.0,0.8132225,0.1436913095238095,14.003655128061018,15.736991881063034,15.943742382861156,13.2677183452637,4.189654742026425,4.189654742026425,tt0795434,7.1,"23,329"
Yeh Jawaani Hai Deewani,2013-05-31,8300000,3827466,50827466,3827466.0,47000000.0,50827466.0,1568677.0,2.44,5075041.0,Not Rated,159.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,7.5,2013.0,5.0,2.0,161.0,161.0,6.0,0,42527466.0,-4472534.0,6.123791084337349,0.4611404819277108,15.157713784661,17.743947455405472,15.931766193248746,14.265743784394616,5.087596335232384,5.087596335232384,tt2178470,7.3,"54,074"
Limbo,1999-06-04,8300000,2160710,2598224,2160710.0,437514.0,2598224.0,139634.0,7.74,4585122.0,R,126.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,83.2,1999.0,6.0,2.0,15.0,111.0,5.7,0,-5701776.0,-6139290.0,0.3130390361445783,0.2603265060240964,14.585947892163553,14.77033907754351,15.931766193248746,11.8467871542187,2.772588722239781,4.718498871295094,tt0164085,7.0,"6,522"
The Wind That Shakes the Barley,2006-06-23,8300000,1829142,25170688,1829142.0,23341546.0,25170688.0,76190.0,12.57,2866003.0,Not Rated,128.0,Original Screenplay,Drama,Live Action,Historical Fiction,7.3,2006.0,6.0,2.0,9.0,49.0,11.4,0,16870688.0,-6470858.0,3.0326130120481927,0.2203785542168674,14.419358109117168,17.041190740594608,15.931766193248746,11.240998624462954,2.302585092994046,3.912023005428146,tt0460989,7.5,"58,424"
The City of Your Final Destination,2010-04-16,8300000,493296,1353296,493296.0,860000.0,1353296.0,24401.0,7.24,673976.0,PG-13,118.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,36.5,2010.0,4.0,2.0,1.0,25.0,8.9,0,-6946704.0,-7806704.0,0.1630477108433735,0.0594332530120481,13.108866705711344,14.11805439525877,15.931766193248746,10.10242037513528,0.6931471805599453,3.258096538021482,tt1711376,7.0,12
Footloose,1984-02-17,8200000,80000000,80009427,80000000.0,9427.0,80009427.0,8556935.0,9.35,256666658.0,PG,110.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,100.0,1984.0,2.0,1.0,1384.0,1384.0,14.0,0,71809427.0,71800000.0,9.757247195121952,9.75609756097561,18.19753720513815,18.19765503569439,15.919644834185693,15.962252740115472,7.233455418621439,7.233455418621439,tt0087277,6.6,"100,161"
Pulp Fiction,1994-09-10,8000000,107928762,212891598,107928762.0,104962836.0,212891598.0,9311882.0,11.59,277904843.0,R,155.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,50.7,1994.0,9.0,3.0,1338.0,1494.0,21.9,0,204891598.0,99928762.0,26.61144975,13.49109525,18.49698196560363,19.17629366924485,15.894952224644102,16.046801884441432,7.199678345691172,7.309881485824787,tt0110912,8.8,"2,431,656"
The Karate Kid,1984-06-22,8000000,90815558,90858381,90815558.0,42823.0,90858381.0,5031753.0,17.15,291366572.0,PG,126.0,Original Screenplay,Action,Live Action,Contemporary Fiction,100.0,1984.0,6.0,2.0,931.0,1111.0,19.8,1,82858381.0,82815558.0,11.357297625,11.35194475,18.324341183517543,18.324812610520866,15.894952224644102,15.431279189044982,6.837332814685591,7.013915474810528,tt0087538,7.3,"269,111"
Little Miss Sunshine,2006-07-26,8000000,59891098,100642353,59891098.0,40751255.0,100642353.0,370998.0,7.86,98537113.0,R,102.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,59.5,2006.0,7.0,3.0,7.0,1602.0,8.0,0,92642353.0,51891098.0,12.580294125,7.48638725,17.90803845438118,18.427083740944923,15.894952224644102,12.82395464616815,2.0794415416798357,7.379632152609552,tt0449059,7.8,"546,052"
Easy A,2010-09-17,8000000,58401464,76200721,58401464.0,17799257.0,76200721.0,17734040.0,3.29,79793129.0,PG-13,92.0,Based on Fiction Book/Short Story,Comedy,Live Action,Contemporary Fiction,76.6,2010.0,9.0,3.0,2856.0,2974.0,6.2,0,68200721.0,50401464.0,9.525090125,7.300183,17.882851533100254,18.148881495677603,15.894952224644102,16.690996570862577,7.957527402230773,7.99799931797973,tt1282140,7.0,"441,433"
Stand by Me,1986-08-08,8000000,52287414,52289686,52287414.0,2272.0,52289686.0,251628.0,10.38,151252768.0,R,89.0,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,100.0,1986.0,8.0,3.0,16.0,848.0,17.2,0,44289686.0,44287414.0,6.53621075,6.53592675,17.772266269103728,17.772309720298242,15.894952224644102,12.435711059487376,2.833213344056216,6.744059186311348,tt0092005,8.1,"480,200"
28 Days Later…,2003-06-27,8000000,45064915,82784517,45064915.0,37719602.0,82784517.0,10061858.0,4.48,80563802.0,R,112.0,Original Screenplay,Horror,Live Action,Science Fiction,54.4,2003.0,6.0,2.0,1260.0,1407.0,6.6,1,74784517.0,37064915.0,10.348064625,5.633114375,17.623614585996652,18.231751621196093,15.894952224644102,16.124262496816552,7.13966033596492,7.249925536717988,tt28105787,N/A,N/A
You Got Served,2004-01-30,8000000,40066497,50811858,40066497.0,10745361.0,50811858.0,16123105.0,2.49,69551816.0,PG-13,95.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,78.9,2004.0,1.0,1.0,1933.0,1943.0,4.8,1,42811858.0,32066497.0,6.35148225,5.008312125,17.50605108173783,17.743640330186583,15.894952224644102,16.595763956383113,7.56734567601324,7.572502985020384,tt0365957,3.9,"29,364"
The Intruder,2019-05-01,8000000,35388976,40597401,35388976.0,5208425.0,40597401.0,10855054.0,3.26,41647722.0,PG-13,102.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,87.2,2019.0,5.0,2.0,2222.0,2231.0,4.3,0,32597401.0,27388976.0,5.074675125,4.423622,17.38191094543309,17.51921463237672,15.894952224644102,16.20014142807119,7.706612913964197,7.710653323501202,tt6722030,5.6,"20,016"
50/50,2011-09-30,8000000,35016118,41334735,35016118.0,6318617.0,41334735.0,8644095.0,4.05,47600718.0,R,100.0,Based on Real Life Events,Black Comedy,Live Action,Contemporary Fiction,84.7,2011.0,9.0,3.0,2458.0,2479.0,5.0,0,33334735.0,27016118.0,5.166841875,4.37701475,17.37131905629352,17.537213769809277,15.894952224644102,15.972387102516702,7.807510042216193,7.8160138391590275,tt1306980,7.6,"352,503"
A Walk in the Woods,2015-08-13,8000000,29499394,37119358,29499394.0,7619964.0,37119358.0,8246267.0,3.58,37722821.0,R,104.0,Based on Factual Book/Article,Adventure,Live Action,Dramatization,79.5,2015.0,8.0,3.0,1960.0,2158.0,4.2,0,29119358.0,21499394.0,4.63991975,3.68742425,17.19988031262517,17.42964919741421,15.894952224644102,15.925271292327205,7.581209826196346,7.677400430514807,tt1178665,6.4,"30,577"
Brown Sugar,2002-10-11,8000000,27362712,28315272,27362712.0,952560.0,28315272.0,10738882.0,2.55,50765640.0,PG-13,107.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,96.6,2002.0,10.0,4.0,1372.0,1378.0,4.7,0,20315272.0,19362712.0,3.539409,3.420339,17.124691805159387,17.15891189901632,15.894952224644102,16.189381637911836,7.224753405767971,7.229113877793302,tt0297037,6.5,"10,569"
Howards End,1992-03-13,8000000,26124872,26354917,26124872.0,230045.0,26354917.0,52568.0,31.19,67707692.0,PG,140.0,Based on Fiction Book/Short Story,Drama,Live Action,Historical Fiction,99.1,1992.0,3.0,1.0,1.0,547.0,20.8,0,18354917.0,18124872.0,3.294364625,3.265609,17.078398406993415,17.087165456902536,15.894952224644102,10.86988187137653,0.6931471805599453,6.306275286948016,tt0104454,7.4,"37,509"
That Awkward Moment,2014-01-31,8000000,26068955,53068955,26068955.0,27000000.0,53068955.0,8742109.0,2.98,34396975.0,R,94.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,49.1,2014.0,1.0,1.0,2809.0,2809.0,3.5,0,45068955.0,18068955.0,6.633619375,3.258619375,17.0762557390779,17.787102682479432,15.894952224644102,15.9836621372592,7.940939762327791,7.940939762327791,tt1800246,6.1,"108,291"
Shutter,2008-03-21,8000000,25928550,47782426,25928550.0,21853876.0,47782426.0,10447559.0,2.48,38928941.0,PG-13,85.0,Remake,Horror,Live Action,Contemporary Fiction,54.3,2008.0,3.0,1.0,2753.0,2756.0,3.7,0,39782426.0,17928550.0,5.97280325,3.24106875,17.070855274734768,17.682168493883747,15.894952224644102,16.161879016288434,7.9208096792886,7.921898411023797,tt0482599,5.2,"38,959"
Akeelah and the Bee,2006-04-28,8000000,18848430,18959424,18848430.0,110994.0,18959424.0,6011585.0,3.14,31020765.0,PG,112.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,99.4,2006.0,4.0,2.0,2195.0,2195.0,3.7,0,10959424.0,10848430.0,2.369928,2.35605375,16.751940232319708,16.75781172732706,15.894952224644102,15.609199165208436,7.694392802629421,7.694392802629421,tt0437800,7.4,"22,472"
Tarot,2024-05-01,8000000,18771004,49104745,18771004.0,30333741.0,49104745.0,6503012.0,2.89,18771004.0,PG-13,92.0,Based on Fiction Book/Short Story,Horror,Live Action,Contemporary Fiction,38.2,2024.0,5.0,2.0,3104.0,3104.0,3.3,0,41104745.0,10771004.0,6.138093125,2.3463755,16.747823950016908,17.709466247971285,15.894952224644102,15.68777616592664,8.040768994367578,8.040768994367578,tt14088510,4.8,"36,054"
Drive Me Crazy,1999-10-01,8000000,17843379,22591451,17843379.0,4748072.0,22591451.0,6846112.0,2.61,37860837.0,PG-13,91.0,Based on Fiction Book/Short Story,Romantic Comedy,Live Action,Contemporary Fiction,79.0,1999.0,10.0,4.0,2222.0,2235.0,4.4,0,14591451.0,9843379.0,2.823931375,2.230422375,16.69714312905391,16.933082162606976,15.894952224644102,15.739191603924944,7.706612913964197,7.71244383427499,tt0164114,5.8,"22,300"
Enough Said,2013-09-18,8000000,17550872,25621449,17550872.0,8070577.0,25621449.0,232800.0,8.0,23271271.0,PG-13,93.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,68.5,2013.0,9.0,3.0,4.0,835.0,6.0,0,17621449.0,9550872.0,3.202681125,2.193859,16.68061425022872,17.058940449240403,15.894952224644102,12.35793929036284,1.6094379124341005,6.728628613084702,tt2390361,7.0,"68,478"
New in Town,2009-01-30,8000000,16734283,29937909,16734283.0,13203626.0,29937909.0,6741530.0,2.48,24052735.0,PG,96.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,55.9,2009.0,1.0,1.0,1941.0,1941.0,3.4,0,21937909.0,8734283.0,3.742238625,2.091785375,16.63297010712907,17.21463612823996,15.894952224644102,15.723797608428844,7.571473648851271,7.571473648851271,tt1095174,5.7,"26,259"
