movie_name,release_date,production_budget_usd,domestic_gross_usd,worldwide_gross_usd,domestic_box_office_usd,international_box_office_usd,worldwide_box_office_usd,opening_weekend_usd,legs,infl_adj_dom_bo_usd,mpaa_rating,running_time_minutes,source,genre,production_method,creative_type,domestic_share_percentage,release_year,release_month,release_quarter,opening_theaters,max_theaters,avg_weeks_per_theater,is_franchise,profit_worldwide,profit_domestic,roi_worldwide,roi_domestic,log_domestic_box_office,log_worldwide_box_office,log_budget,log_opening_weekend,log_opening_theaters,log_max_theaters,imdb_id,imdb_rating,imdb_votes
Edmond,2006-07-14,10000000,131719,241719,131719.0,110000.0,241719.0,19253.0,6.84,216775.0,R,107.0,Based on Play,Black Comedy,Live Action,Contemporary Fiction,54.5,2006.0,7.0,3.0,2.0,5.0,9.0,0,-9758281.0,-9868281.0,0.0241719,0.0131719,11.7884337364903,12.395535310475497,16.118095750958314,9.865474110337912,1.0986122886681098,1.791759469228055,tt5351480,N/A,N/A
Joheunnom nabbeunnom isanghannom,2010-04-23,10000000,128486,42226657,128486.0,42098171.0,42226657.0,4775.0,7.57,175542.0,R,107.0,Original Screenplay,Action,Live Action,Historical Fiction,0.3,2010.0,4.0,2.0,1.0,15.0,5.3,0,32226657.0,-9871514.0,4.2226657,0.0128486,11.763583010884478,17.558562285725028,16.118095750958314,8.471358655072438,0.6931471805599453,2.772588722239781,,,
The Good Guy,2010-02-19,10000000,100688,106460,100688.0,5772.0,106460.0,34712.0,2.9,137564.0,R,90.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,94.6,2010.0,2.0,1.0,9.0,9.0,3.2,0,-9893540.0,-9899312.0,0.010646,0.0100688,11.519791837387508,11.575533999881957,16.118095750958314,10.454869535544448,2.302585092994046,2.302585092994046,,,
Motherhood,2009-10-23,10000000,93388,723388,93388.0,630000.0,723388.0,50081.0,1.86,134222.0,PG-13,107.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,12.9,2009.0,10.0,4.0,48.0,48.0,1.8,0,-9276612.0,-9906612.0,0.0723388,0.0093388,11.444528844261876,13.491702392412725,16.118095750958314,10.821416941078793,3.8918202981106265,3.8918202981106265,tt1220220,4.6,"4,793"
Triple Threat,2019-03-19,10000000,76289,385651,76289.0,309362.0,385651.0,5936.0,12.85,89776.0,R,96.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,19.8,2019.0,3.0,1.0,12.0,12.0,1.0,0,-9614349.0,-9923711.0,0.0385651,0.0076289,11.242297147084274,12.862690687398224,16.118095750958314,8.688959234270676,2.5649493574615367,2.5649493574615367,tt6643972,5.6,"13,409"
Eulogy,2004-10-15,10000000,70527,91201,70527.0,20674.0,91201.0,41788.0,1.69,122428.0,R,107.0,Original Screenplay,Comedy,Live Action,Unknown,77.3,2004.0,10.0,4.0,22.0,22.0,2.0,0,-9908799.0,-9929473.0,0.0091201,0.0070527,11.16376507307253,11.420832105646529,16.118095750958314,10.640388425985996,3.1354942159291497,3.1354942159291497,tt0349416,6.4,"9,454"
Strangerland,2015-06-11,10000000,17472,161097,17472.0,143625.0,161097.0,17472.0,1.0,22336.0,R,111.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,10.8,2015.0,6.0,2.0,22.0,22.0,1.0,0,-9838903.0,-9982528.0,0.0161097,0.0017472,9.76841211133904,11.989768154438718,16.118095750958314,9.76841211133904,3.1354942159291497,3.1354942159291497,tt2325977,5.2,"10,464"
Blonde Ambition,2007-12-21,10000000,6422,1537479,6422.0,1531057.0,1537479.0,1322.0,3.08,10058.0,PG-13,93.0,Remake,Comedy,Live Action,Contemporary Fiction,0.4,2007.0,12.0,4.0,8.0,8.0,2.0,0,-8462521.0,-9993578.0,0.1537479,0.0006422,8.767640577257792,14.245655270448122,16.118095750958314,7.187657164114956,2.1972245773362196,2.1972245773362196,tt0887719,3.9,"6,306"
The Oxford Murders,2010-08-06,10000000,4803,17704131,4803.0,17699328.0,17704131.0,1191.0,3.17,6554.0,R,108.0,Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,0.0,2010.0,8.0,3.0,1.0,2.0,1.5,0,7704131.0,-9995197.0,1.7704131,0.0004803,8.477204183199873,16.689308616627386,16.118095750958314,7.083387847625295,0.6931471805599453,1.0986122886681098,,,
Friend Request,2016-01-07,9900000,3759078,11310835,3759078.0,7551757.0,11310835.0,2002863.0,1.88,4517596.0,R,92.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,33.2,2016.0,1.0,1.0,2573.0,2573.0,1.9,0,1410835.0,-6140922.0,1.142508585858586,0.3797048484848485,15.139684538553198,16.241271762248296,16.108045416114916,14.51008871419,7.853216388156072,7.853216388156072,tt3352390,5.2,"28,543"
Adventureland,2009-04-03,9800000,16044025,17553055,16044025.0,1509030.0,17553055.0,5722039.0,2.8,23060608.0,R,106.0,Original Screenplay,Black Comedy,Live Action,Historical Fiction,91.4,2009.0,4.0,2.0,1862.0,1876.0,3.4,0,7753055.0,6244025.0,1.7911280612244898,1.6371454081632653,16.59084712641427,16.680738623771227,16.097893045681612,15.5598359431305,7.529943370601589,7.537430036586509,tt1091722,6.8,"174,167"
Amour,2012-09-20,9700000,6738954,36787044,6738954.0,30048090.0,36787044.0,68266.0,9.41,8944338.0,PG-13,127.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,18.3,2012.0,9.0,3.0,3.0,333.0,5.7,0,27087044.0,-2961046.0,3.792478762886598,0.6947375257731959,15.72341542635746,17.42065630311574,16.08763654656639,11.131181766279958,1.3862943611198906,5.811140992976701,tt1602620,7.9,"110,140"
Truth,2015-10-16,9600000,2541854,6842580,2541854.0,4300726.0,6842580.0,66232.0,2.9,3249620.0,R,125.0,Based on Factual Book/Article,Thriller/Suspense,Live Action,Dramatization,37.1,2015.0,10.0,4.0,6.0,1122.0,1.8,0,-2757420.0,-7058146.0,0.71276875,0.2647764583333333,14.748404687405149,15.738675557605497,16.077273760604726,11.100934107146502,1.9459101490553132,7.023758954738443,tt3859076,6.8,"21,903"
The Lost City,2006-04-28,9600000,2484186,5256839,2484186.0,2772653.0,5256839.0,191560.0,11.84,4088477.0,R,107.0,Original Screenplay,Drama,Live Action,Historical Fiction,47.3,2006.0,4.0,2.0,18.0,56.0,10.9,0,-4343161.0,-7115814.0,0.5475873958333334,0.258769375,14.725456001005517,15.475040643728748,16.077273760604726,12.162961574739432,2.9444389791664403,4.04305126783455,,,
Next Friday,2000-01-12,9500000,57176582,59675307,57176582.0,2498725.0,59675307.0,16918226.0,3.38,114353162.0,R,107.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,95.8,2000.0,1.0,1.0,1103.0,2012.0,5.6,1,50175307.0,47676582.0,6.281611263157894,6.018587578947368,17.861654984415946,17.90442889146617,16.066802461833923,16.643902119417742,7.00669522683704,7.607381425639791,tt0195945,6.1,"46,627"
Dangal,2016-12-21,9500000,12391761,305149461,12391761.0,292757700.0,305149461.0,3248481.0,3.81,15302372.0,Not Rated,201.0,Based on Real Life Events,Action,Live Action,Dramatization,4.1,2016.0,12.0,4.0,331.0,338.0,3.3,0,295649461.0,2891761.0,32.12099589473684,1.304395894736842,16.33254245495509,19.53631225388588,16.066802461833923,14.99369836826844,5.805134968916488,5.82600010738045,tt5074352,8.3,"239,462"
The Runaways,2010-03-19,9500000,3573673,5278632,3573673.0,1704959.0,5278632.0,805115.0,4.44,4882661.0,R,107.0,Based on Real Life Events,Drama,Live Action,Dramatization,67.7,2010.0,3.0,1.0,244.0,244.0,6.0,0,-4221368.0,-5926327.0,0.5556454736842106,0.3761761052631578,15.089104756215546,15.47917772064651,16.066802461833923,13.598741645398263,5.501258210544727,5.501258210544727,tt1017451,6.5,"51,528"
Gentlemen Broncos,2009-10-30,9500000,115155,119955,115155.0,4800.0,119955.0,11502.0,3.77,165516.0,PG-13,89.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,96.0,2009.0,10.0,4.0,2.0,18.0,2.7,0,-9380045.0,-9384845.0,0.0126268421052631,0.0121215789473684,11.654043009840128,11.694880287858858,16.066802461833923,9.35036314989601,1.0986122886681098,2.9444389791664403,tt1161418,6.2,"14,328"
Volver,2006-07-06,9400000,12899867,87226613,12899867.0,74326746.0,87226613.0,197703.0,11.31,20587493.0,R,121.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,14.8,2006.0,7.0,3.0,5.0,689.0,4.7,0,77826613.0,3499867.0,9.279426914893618,1.372326276595745,16.372727636721407,18.284020048735226,16.056220353623207,12.194526241629802,1.791759469228055,6.536691597591305,tt0441909,7.6,"112,274"
Melancholia,2011-11-11,9400000,3030848,21788107,3030848.0,18757259.0,21788107.0,257174.0,8.98,4117486.0,R,135.0,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,13.9,2011.0,11.0,4.0,19.0,145.0,6.0,0,12388107.0,-6369152.0,2.3178837234042553,0.3224306382978723,14.92435333625722,16.896874874330404,16.056220353623207,12.45751206599923,2.995732273553991,4.983606621708336,tt1527186,7.1,"206,360"
Words on Bathroom Walls,2020-08-21,9300000,2542518,3184180,2542518.0,641662.0,3184180.0,432968.0,5.66,2985650.0,PG-13,111.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,79.8,2020.0,8.0,3.0,924.0,1395.0,4.6,0,-6115820.0,-6757482.0,0.3423849462365591,0.2733890322580645,14.748665879836617,14.973705671064364,16.04552506565036,12.9784214108882,6.829793737512425,7.241366283322318,tt8045906,7.2,"14,340"
Jab Tak Hai Jaan,2012-11-13,9200000,3047539,5806666,3047539.0,2759127.0,5806666.0,1283585.0,2.37,4127188.0,Not Rated,176.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,52.5,2012.0,11.0,4.0,160.0,164.0,2.0,0,-3393334.0,-6152461.0,0.631159347826087,0.3312542391304348,14.92984526576414,15.574517298125802,16.034714150714915,14.065168281333802,5.081404364984463,5.10594547390058,tt2176013,6.7,"61,048"
Richard III,1995-12-29,9200000,2684904,4199334,2684904.0,1514430.0,4199334.0,91915.0,6.59,6564945.0,R,104.0,Based on Play,Drama,Live Action,Historical Fiction,63.9,1995.0,12.0,4.0,4.0,130.0,3.9,0,-5000666.0,-6515096.0,0.456449347826087,0.2918373913043478,14.803155903548689,15.250436737384218,16.034714150714915,11.428630395474826,1.6094379124341005,4.875197323201151,tt0114279,7.3,"15,936"
Kites,2010-05-21,9200000,1685269,17155193,1685269.0,15469924.0,17155193.0,959329.0,1.76,2302554.0,Not Rated,131.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,9.8,2010.0,5.0,2.0,207.0,217.0,2.4,0,7955193.0,-7514731.0,1.8646948913043475,0.1831814130434782,14.337436346320684,16.657811542867112,16.034714150714915,13.77399040312014,5.337538079701318,5.384495062789089,tt1198101,6.0,"13,956"
Elle,2016-05-27,9100000,2339735,16517708,2339735.0,14177973.0,16517708.0,50934.0,18.5,2852582.0,R,130.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,14.2,2016.0,5.0,2.0,2.0,143.0,3.8,0,7417708.0,-6760265.0,1.8151327472527472,0.2571137362637362,14.66554866045635,16.61994363605268,16.02378508137718,10.838305589024166,1.0986122886681098,4.969813299576001,tt3716530,7.1,"72,877"
Split,2017-01-18,9000000,138141585,278754594,138141585.0,140613009.0,278754594.0,40010975.0,3.45,166016301.0,PG-13,116.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,49.6,2017.0,1.0,1.0,3038.0,3373.0,6.1,1,269754594.0,129141585.0,30.972732666666666,15.349065,18.74378970266532,19.44584236490767,16.012735246411598,17.504664374437414,8.019283792916793,8.123854263105914,tt8707818,N/A,N/A
The Texas Chainsaw Massacre,2003-10-17,9000000,80571655,107967319,80571655.0,27395664.0,107967319.0,28094014.0,2.87,144034911.0,R,98.0,Remake,Horror,Live Action,Historical Fiction,74.6,2003.0,10.0,4.0,3016.0,3018.0,5.0,1,98967319.0,71571655.0,11.99636877777778,8.952406111111111,18.20465748309807,18.497339146705524,16.012735246411598,17.151067122294684,8.012018239159062,8.012680929706839,tt0324216,6.2,"158,409"
The Purge: Anarchy,2014-07-16,9000000,71562550,111534881,71562550.0,39972331.0,111534881.0,29816675.0,2.4,94424025.0,R,103.0,Original Screenplay,Thriller/Suspense,Live Action,Science Fiction,64.2,2014.0,7.0,3.0,2806.0,2856.0,4.0,1,102534881.0,62562550.0,12.392764555555557,7.951394444444444,18.086082464376336,18.529847942988592,16.012735246411598,17.21057839227488,7.939871576361883,7.957527402230773,tt2975578,6.4,"171,756"
Escape Room,2019-01-02,9000000,57000756,155615727,57000756.0,98614971.0,155615727.0,18238172.0,3.13,67199469.0,PG-13,109.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,36.6,2019.0,1.0,1.0,2717.0,2717.0,5.6,1,146615727.0,48000756.0,17.29063633333333,6.333417333333333,17.858575106412392,18.862900244291875,16.012735246411598,16.719027373119978,7.907651594711089,7.907651594711089,tt5886046,6.4,"157,893"
The Curse of La Llorona,2019-04-17,9000000,54733739,123233739,54733739.0,68500000.0,123233739.0,26347631.0,2.08,64413723.0,R,93.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,44.4,2019.0,4.0,2.0,3372.0,3372.0,3.5,1,114233739.0,45733739.0,13.692637666666666,6.0815265555555555,17.81799089625035,18.629593435206257,16.012735246411598,17.086888961740673,8.12355783506165,8.12355783506165,tt4913966,5.3,"64,858"
The Strangers,2008-05-30,9000000,52597610,83051676,52597610.0,30454066.0,83051676.0,20997985.0,2.5,78969666.0,R,85.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,63.3,2008.0,5.0,2.0,2467.0,2477.0,4.2,1,74051676.0,43597610.0,9.227964,5.844178888888889,17.778181258425548,18.234973586474737,16.012735246411598,16.859937086326635,7.811163385025279,7.815207062189088,tt0482606,6.1,"155,327"
Ouija: Origin of Evil,2016-10-20,9000000,35144505,81831866,35144505.0,46687361.0,81831866.0,14065500.0,2.5,43798579.0,PG-13,99.0,Based on Game,Horror,Live Action,Historical Fiction,42.9,2016.0,10.0,4.0,3167.0,3168.0,3.4,1,72831866.0,26144505.0,9.092429555555556,3.904945,17.374978862439864,18.220177297836596,16.012735246411598,16.459235619605867,8.060855752934316,8.06117135969092,tt4361050,6.2,"81,693"
The Best Man,1999-10-22,9000000,34102780,34572780,34102780.0,470000.0,34572780.0,9031660.0,3.78,72268937.0,R,120.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,98.6,1999.0,10.0,4.0,1346.0,1350.0,6.2,1,25572780.0,25102780.0,3.84142,3.789197777777778,17.344889493180577,17.3585772541352,16.012735246411598,16.01624685089201,7.205635176410364,7.208600337960199,tt0168501,6.7,"12,772"
Child’s Play,1988-11-09,9000000,33244684,44196684,33244684.0,10952000.0,44196684.0,6583963.0,5.05,87551991.0,R,87.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,75.2,1988.0,11.0,4.0,1377.0,1490.0,5.0,1,35196684.0,24244684.0,4.910742666666667,3.6938537777777776,17.319405462664765,17.604160344235286,16.012735246411598,15.700147553523363,7.228388451573604,7.307202314764738,tt0094862,6.7,"128,120"
Happy Death Day 2U,2019-02-13,9000000,28148130,64686515,28148130.0,36538385.0,64686515.0,9497665.0,2.96,33126293.0,PG-13,100.0,Original Screenplay,Thriller/Suspense,Live Action,Contemporary Fiction,43.5,2019.0,2.0,1.0,3207.0,3212.0,3.4,1,55686515.0,19148130.0,7.187390555555556,3.12757,17.15299151602961,17.985063329714063,16.012735246411598,16.066556642174934,8.073402968986406,8.074960359115858,tt8155288,6.2,"94,883"
Midsommar,2019-07-03,9000000,27426363,46713431,27426363.0,19287068.0,46713431.0,6560030.0,4.18,32276872.0,R,147.0,Original Screenplay,Horror,Live Action,Contemporary Fiction,58.7,2019.0,7.0,3.0,2707.0,2707.0,3.2,0,37713431.0,18426363.0,5.190381222222222,3.047373666666666,17.127015298531454,17.65954230440986,16.012735246411598,15.696505886518862,7.903965634032166,7.903965634032166,tt8772262,7.1,"481,955"
Sicko,2007-06-22,9000000,24538513,36535837,24538513.0,11997324.0,36535837.0,68969.0,5.45,38448422.0,PG-13,113.0,Based on Real Life Events,Documentary,Live Action,Factual,67.2,2007.0,6.0,2.0,1.0,1117.0,4.8,0,27535837.0,15538513.0,4.0595374444444445,2.7265014444444446,17.01575444121633,17.41380419985422,16.012735246411598,11.141426906425338,0.6931471805599453,7.0192966537150445,tt0386032,8.0,"77,185"
Black or White,2015-01-30,9000000,21571189,21971021,21571189.0,399832.0,21971021.0,6213362.0,3.47,27584500.0,PG-13,121.0,Based on Real Life Events,Drama,Live Action,Contemporary Fiction,98.2,2015.0,1.0,1.0,1823.0,1823.0,4.4,0,12971021.0,12571189.0,2.4412245555555554,2.3967987777777777,16.88686918606008,16.90523496125793,16.012735246411598,15.642212853220322,7.508787170634276,7.508787170634276,tt4994952,N/A,N/A
Harold & Kumar Go to White Castle,2004-07-30,9000000,18225165,19474552,18225165.0,1249387.0,19474552.0,5480378.0,3.33,31637241.0,R,88.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,93.6,2004.0,7.0,3.0,2135.0,2163.0,2.9,1,10474552.0,9225165.0,2.1638391111111113,2.025018333333333,16.71831394418514,16.784619196954463,16.012735246411598,15.516684817116657,7.666690200080086,7.679713639966372,tt0366551,7.0,"215,149"
Boiler Room,2000-02-18,9000000,16963963,28773637,16963963.0,11809674.0,28773637.0,6722884.0,2.52,33927916.0,R,120.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,59.0,2000.0,2.0,1.0,1335.0,1335.0,3.9,0,19773637.0,7963963.0,3.197070777777778,1.8848847777777775,16.646601887433363,17.174970178697862,16.012735246411598,15.721027935846,7.197435354096591,7.197435354096591,tt0181984,7.0,"59,612"
The Edge of Seventeen,2016-11-18,9000000,14431633,19096003,14431633.0,4664370.0,19096003.0,4754215.0,3.04,17984209.0,R,99.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,75.6,2016.0,11.0,4.0,1945.0,1945.0,3.5,0,10096003.0,5431633.0,2.121778111111111,1.6035147777777778,16.48493316065254,16.76498965646873,16.012735246411598,15.37454236129292,7.57353126274595,7.57353126274595,tt1878870,7.3,"149,555"
Jackie,2016-12-02,9000000,13960394,36588512,13960394.0,22628118.0,36588512.0,278715.0,8.98,17065010.0,R,99.0,Based on Real Life Events,Drama,Live Action,Dramatization,38.2,2016.0,12.0,4.0,5.0,508.0,6.2,0,27588512.0,4960394.0,4.065390222222222,1.5511548888888889,16.45173495002714,17.415244896650588,16.012735246411598,12.537948621222972,1.791759469228055,6.2324480165505225,tt1619029,6.6,"86,546"
Breakin' All the Rules,2004-05-14,9000000,12232382,12512317,12232382.0,279935.0,12512317.0,5088577.0,2.4,21234304.0,PG-13,85.0,Original Screenplay,Romantic Comedy,Live Action,Contemporary Fiction,97.8,2004.0,5.0,2.0,1318.0,1318.0,3.0,0,3512317.0,3232382.0,1.3902574444444444,1.3591535555555556,16.31959733741543,16.34222415704528,16.012735246411598,15.442508978178964,7.1846291527173145,7.1846291527173145,tt0349169,5.6,"6,448"
Glee: The 3D Concert Movie,2011-08-12,9000000,11862398,17462398,11862398.0,5600000.0,17462398.0,5961231.0,1.99,16125683.0,PG,100.0,Based on TV,Concert/Performance,Live Action,Factual,67.9,2011.0,8.0,3.0,2040.0,2040.0,2.1,0,8462398.0,2862398.0,1.9402664444444444,1.3180442222222222,16.288884207638574,16.67556049870815,16.012735246411598,15.600787729089069,7.621195162809845,7.621195162809845,tt1922612,5.6,"6,164"
Come Play,2020-10-29,9000000,10475990,12624174,10475990.0,2148184.0,12624174.0,3119875.0,3.36,12190930.0,PG-13,96.0,Based on Short Film,Horror,Live Action,Contemporary Fiction,83.0,2020.0,10.0,4.0,2183.0,2213.0,5.4,0,3624174.0,1475990.0,1.402686,1.1639988888888888,16.164596625502842,16.351124184455866,16.012735246411598,14.953303815406125,7.688913336864796,7.7025561132685825,tt8004664,5.8,"19,593"
Loving,2016-11-04,9000000,7710234,12898064,7710234.0,5187830.0,12898064.0,159615.0,4.55,9598695.0,PG-13,123.0,Based on Real Life Events,Drama,Live Action,Dramatization,59.8,2016.0,11.0,4.0,4.0,572.0,4.1,0,3898064.0,-1289766.0,1.4331182222222223,0.8566926666666667,15.858059224971248,16.372587858080774,16.012735246411598,11.980526209599654,1.6094379124341005,6.35088571671474,tt4669986,7.0,"38,302"
The Savages,2007-11-28,9000000,6623082,10642023,6623082.0,4018941.0,10642023.0,151859.0,12.66,10072735.0,R,114.0,Original Screenplay,Drama,Live Action,Contemporary Fiction,62.2,2007.0,11.0,4.0,4.0,201.0,8.9,0,1642023.0,-2376918.0,1.182447,0.735898,15.706071529473748,16.180321249351096,16.012735246411598,11.930714322767225,1.6094379124341005,5.308267697401205,tt0775529,7.1,"39,735"
Chasing Papi,2003-04-16,9000000,6126237,12657377,6126237.0,6531140.0,12657377.0,2404557.0,2.55,10952038.0,PG,80.0,Original Screenplay,Comedy,Live Action,Contemporary Fiction,48.4,2003.0,4.0,2.0,585.0,585.0,3.0,0,3657377.0,-2873763.0,1.4063752222222223,0.680693,15.628091416420054,16.353750844225534,16.012735246411598,14.692876660847906,6.373319789577012,6.373319789577012,tt0323572,4.8,"4,511"
The Way of the Gun,2000-09-08,9000000,6047856,13061935,6047856.0,7014079.0,13061935.0,2150979.0,2.81,12095710.0,R,119.0,Original Screenplay,Action,Live Action,Contemporary Fiction,46.3,2000.0,9.0,3.0,1515.0,1565.0,3.2,0,4061935.0,-2952144.0,1.451326111111111,0.671984,15.615214552382083,16.385212909723656,16.012735246411598,14.581434110205713,7.323830566202317,7.356279876550748,tt0202677,6.6,"36,690"
The Sun is Also a Star,2019-05-17,9000000,4950029,6750029,4950029.0,1800000.0,6750029.0,2511530.0,1.97,5825469.0,PG-13,120.0,Based on Fiction Book/Short Story,Drama,Live Action,Contemporary Fiction,73.3,2019.0,5.0,2.0,2073.0,2073.0,2.0,0,-2249971.0,-4049971.0,0.7500032222222223,0.5500032222222222,15.414904195132568,15.72505750728328,16.012735246411598,14.736403085317242,7.637234388789473,7.637234388789473,tt6423362,5.9,"8,703"
